guid,keys,vals,pairs,total
cpb-aacip-526-dj58c9s78v.4125,1.0,0.0,0.0,0.0
cpb-aacip-507-6t0gt5g28c.55395,0,0,0,0
cpb-aacip-526-r20rr1qt55.1470,1.0,1.0,1.0,1.0
cpb-aacip-81-902z3f9j.255,0,0,0,0
cpb-aacip-526-dj58c9s78v.81180,1.0,1.0,1.0,1.0
cpb-aacip-507-tq5r786f7w.43710,1.0,1.0,1.0,1.0
cpb-aacip-398-00ns1wds.49800,1.0,1.0,1.0,1.0
cpb-aacip-507-tq5r786f7w.43695,1.0,1.0,1.0,1.0
cpb-aacip-526-dj58c9s78v.81720,1.0,1.0,1.0,1.0
cpb-aacip-526-dj58c9s78v.107550,1.0,1.0,1.0,1.0
cpb-aacip-41-10wpzpt5.53910,0,0,0,0
cpb-aacip-526-dj58c9s78v.107760,1.0,1.0,1.0,1.0
cpb-aacip-526-sb3ws8js1h.50325,1.0,1.0,1.0,1.0
cpb-aacip-293-30prr83h.103260,1.0,1.0,1.0,1.0
cpb-aacip-398-00ns1wds.3450,1.0,1.0,1.0,1.0
cpb-aacip-526-jh3cz33b2z.30315,0,0,0,0
cpb-aacip-526-3r0pr7nr8r.54120,0,0,0,0
cpb-aacip-398-5370s4sx.85935,0,0,0,0
cpb-aacip-526-dj58c9s78v.79830,1.0,1.0,1.0,1.0
cpb-aacip-526-dj58c9s78v.84180,1.0,1.0,1.0,1.0
cpb-aacip-259-4x54hm72.16740,0,0,0,0
cpb-aacip-283-61rfjj43.102765,1.0,1.0,1.0,1.0
cpb-aacip-398-00ns1wds.3840,1.0,1.0,1.0,1.0
cpb-aacip-901dfeea4db.59280,1.0,0.0,0.0,0.0
cpb-aacip-526-dj58c9s78v.83325,1.0,1.0,1.0,1.0
cpb-aacip-398-57np5q9c.31620,1.0,1.0,1.0,1.0
cpb-aacip-507-862b854459.100950,0,0,0,0
cpb-aacip-526-r20rr1qt55.105705,1.0,1.0,1.0,1.0
cpb-aacip-507-tq5r786f7w.95145,1.0,1.0,1.0,1.0
cpb-aacip-259-ww76x89q.19110,1.0,1.0,1.0,1.0
cpb-aacip-526-1j9765bd42.58110,0,0,0,0
cpb-aacip-221-03cz924b.49920,1.0,1.0,1.0,1.0
cpb-aacip-507-ms3jw87c9c.101400,0,0,0,0
cpb-aacip-507-gm81j9807d.55335,0,0,0,0
cpb-aacip-259-3n20fq7w.40890,1.0,1.0,1.0,1.0
cpb-aacip-507-gm81j9807d.55455,0,0,0,0
cpb-aacip-526-dj58c9s78v.86730,1.0,0.0,0.0,0.0
cpb-aacip-526-jh3cz33b2z.30150,0,0,0,0
cpb-aacip-507-736m03zh49.93165,1.0,1.0,1.0,1.0
cpb-aacip-398-00ns1wds.49815,1.0,1.0,1.0,1.0
cpb-aacip-526-1j9765bd42.50880,0,0,0,0
cpb-aacip-507-6t0gt5g28c.54390,0,0,0,0
cpb-aacip-901dfeea4db.2265,1.0,1.0,1.0,1.0
cpb-aacip-526-1j9765bd42.58170,0,0,0,0
cpb-aacip-0515ac167c0.53340,1.0,1.0,1.0,1.0
cpb-aacip-507-tq5r786f7w.43665,1.0,1.0,1.0,1.0
cpb-aacip-507-736m03zh49.105765,1.0,1.0,1.0,1.0
cpb-aacip-81-902z3f9j.52035,0,0,0,0
cpb-aacip-507-6t0gt5g28c.3540,0,0,0,0
cpb-aacip-526-jh3cz33b2z.1650,0,0,0,0
cpb-aacip-526-jh3cz33b2z.49950,0,0,0,0
cpb-aacip-901dfeea4db.59730,1.0,0.0,0.0,0.0
cpb-aacip-398-278sfdms.104760,0,0,0,0
cpb-aacip-398-00ns1wds.4140,1.0,1.0,1.0,1.0
cpb-aacip-398-278sfdms.106935,0,0,0,0
cpb-aacip-259-m32n9b08.44265,0,0,0,0
cpb-aacip-507-ms3jw87c9c.45015,0,0,0,0
cpb-aacip-398-00ns1wds.50445,1.0,1.0,1.0,1.0
cpb-aacip-901dfeea4db.59235,1.0,0.0,0.0,0.0
cpb-aacip-283-61rfjj43.100110,1.0,0.0,0.0,0.0
cpb-aacip-526-sb3ws8js1h.18210,1.0,0.0,0.0,0.0
cpb-aacip-526-6q1sf2n94w.95805,0,0,0,0
cpb-aacip-526-dj58c9s78v.78795,1.0,1.0,1.0,1.0
cpb-aacip-398-278sfdms.10065,0,0,0,0
cpb-aacip-507-rj48p5w80b.51150,0,0,0,0
cpb-aacip-507-736m03zh49.105015,1.0,1.0,1.0,1.0
cpb-aacip-507-ms3jw87c9c.78495,0,0,0,0
cpb-aacip-259-m32n9b08.44220,0,0,0,0
cpb-aacip-507-7h1dj59628.102705,0,0,0,0
cpb-aacip-507-154dn40c26.1980,0,0,0,0
cpb-aacip-0515ac167c0.51945,1.0,1.0,1.0,1.0
cpb-aacip-398-278sfdms.107160,0,0,0,0
cpb-aacip-507-154dn40c26.1545,0,0,0,0
cpb-aacip-526-dj58c9s78v.81555,1.0,1.0,1.0,1.0
cpb-aacip-526-jh3cz33b2z.50205,0,0,0,0
cpb-aacip-283-61rfjj43.103575,1.0,0.5,1.0,0.5
cpb-aacip-526-sb3ws8js1h.18540,1.0,1.0,1.0,1.0
cpb-aacip-507-7h1dj59628.13155,0,0,0,0
cpb-aacip-221-03cz924b.49875,1.0,1.0,1.0,1.0
cpb-aacip-259-4j09zj5t.46710,0,0,0,0
cpb-aacip-526-dj58c9s78v.58740,1.0,1.0,1.0,1.0
cpb-aacip-507-7h1dj59628.102165,0,0,0,0
cpb-aacip-398-5370s4sx.86340,0,0,0,0
cpb-aacip-507-gm81j9807d.95580,0,0,0,0
cpb-aacip-507-6t0gt5g28c.54255,0,0,0,0
cpb-aacip-507-rj48p5w80b.51165,0,0,0,0
cpb-aacip-259-3n20fq7w.23025,1.0,1.0,1.0,1.0
cpb-aacip-81-902z3f9j.52560,0,0,0,0
cpb-aacip-507-ms3jw87c9c.104325,0,0,0,0
cpb-aacip-507-ms3jw87c9c.6075,0,0,0,0
cpb-aacip-901dfeea4db.59835,1.0,1.0,1.0,1.0
cpb-aacip-507-736m03zh49.106050,1.0,1.0,1.0,1.0
cpb-aacip-526-dj58c9s78v.106995,1.0,1.0,1.0,1.0
cpb-aacip-507-736m03zh49.103725,1.0,1.0,1.0,1.0
cpb-aacip-526-dj58c9s78v.27930,1.0,0.0,0.0,0.0
cpb-aacip-81-902z3f9j.52185,0,0,0,0
cpb-aacip-0515ac167c0.53670,1.0,1.0,1.0,1.0
cpb-aacip-41-10wpzpt5.53265,0,0,0,0
cpb-aacip-259-3j39316x.57240,0,0,0,0
cpb-aacip-526-jh3cz33b2z.49965,0,0,0,0
cpb-aacip-901dfeea4db.107385,1.0,1.0,1.0,1.0
cpb-aacip-507-rj48p5w80b.51105,0,0,0,0
cpb-aacip-0515ac167c0.52650,1.0,1.0,1.0,1.0
cpb-aacip-283-61rfjj43.104580,0.0,0.0,0.0,0.0
cpb-aacip-507-ms3jw87c9c.6270,0,0,0,0
cpb-aacip-507-gm81j9807d.55755,0,0,0,0
cpb-aacip-526-dj58c9s78v.4830,1.0,1.0,1.0,1.0
cpb-aacip-507-736m03zh49.93330,1.0,1.0,1.0,1.0
cpb-aacip-259-4x54hm72.49575,0,0,0,0
cpb-aacip-507-rj48p5w80b.52980,0,0,0,0
cpb-aacip-283-61rfjj43.103590,1.0,1.0,1.0,1.0
cpb-aacip-507-tq5r786f7w.43680,1.0,0.0,0.0,0.0
cpb-aacip-526-1j9765bd42.51150,0,0,0,0
cpb-aacip-259-3j39316x.57690,0,0,0,0
cpb-aacip-398-00ns1wds.3810,1.0,1.0,1.0,1.0
cpb-aacip-507-gm81j9807d.53595,0,0,0,0
cpb-aacip-526-1j9765bd42.60,0,0,0,0
cpb-aacip-901dfeea4db.107940,1.0,1.0,1.0,1.0
cpb-aacip-398-72p5hz1h.18855,0,0,0,0
cpb-aacip-507-tq5r786f7w.104130,1.0,1.0,1.0,1.0
cpb-aacip-398-278sfdms.104775,0,0,0,0
cpb-aacip-398-00ns1wds.50775,1.0,1.0,1.0,1.0
cpb-aacip-901dfeea4db.1785,1.0,1.0,1.0,1.0
cpb-aacip-41-10wpzpt5.52950,0,0,0,0
cpb-aacip-507-736m03zh49.51465,1.0,1.0,1.0,1.0
cpb-aacip-259-4x54hm72.16725,0,0,0,0
cpb-aacip-507-7h1dj59628.102570,0,0,0,0
cpb-aacip-526-dj58c9s78v.83475,1.0,1.0,1.0,1.0
cpb-aacip-507-ms3jw87c9c.101415,0,0,0,0
cpb-aacip-526-dj58c9s78v.2085,1.0,1.0,1.0,1.0
cpb-aacip-901dfeea4db.60705,1.0,1.0,1.0,1.0
cpb-aacip-131-375tb64j.49020,1.0,0.0,0.0,0.0
cpb-aacip-526-jh3cz33b2z.30330,0,0,0,0
cpb-aacip-507-tq5r786f7w.104895,0.0,0.0,0.0,0.0
cpb-aacip-526-1j9765bd42.58050,0,0,0,0
cpb-aacip-526-dj58c9s78v.84270,1.0,1.0,1.0,1.0
cpb-aacip-526-dj58c9s78v.78735,1.0,1.0,1.0,1.0
cpb-aacip-283-61rfjj43.100140,1.0,1.0,1.0,1.0
cpb-aacip-507-gm81j9807d.55890,0,0,0,0
cpb-aacip-259-3n20fq7w.40980,1.0,0.0,0.0,0.0
cpb-aacip-293-30prr83h.103245,1.0,1.0,1.0,1.0
cpb-aacip-526-3r0pr7nr8r.54255,0,0,0,0
cpb-aacip-507-736m03zh49.51495,1.0,1.0,1.0,1.0
cpb-aacip-398-00ns1wds.50325,1.0,1.0,1.0,1.0
cpb-aacip-259-3j39316x.44190,0,0,0,0
cpb-aacip-507-736m03zh49.105525,1.0,1.0,1.0,1.0
cpb-aacip-901dfeea4db.57960,1.0,1.0,1.0,1.0
cpb-aacip-507-tq5r786f7w.65730,1.0,0.0,0.0,0.0
cpb-aacip-41-10wpzpt5.53835,0,0,0,0
cpb-aacip-507-gm81j9807d.6570,0,0,0,0
cpb-aacip-526-dj58c9s78v.83490,1.0,1.0,1.0,1.0
cpb-aacip-398-72p5hz1h.11085,0,0,0,0
cpb-aacip-259-m32n9b08.44085,0,0,0,0
cpb-aacip-398-00ns1wds.4095,1.0,0.0,0.0,0.0
cpb-aacip-507-gm81j9807d.106665,0,0,0,0
cpb-aacip-526-dj58c9s78v.3915,1.0,1.0,1.0,1.0
cpb-aacip-398-57np5q9c.31740,1.0,1.0,1.0,1.0
cpb-aacip-507-862b854459.67965,0,0,0,0
cpb-aacip-151-5m6251g16w.21210,1.0,1.0,1.0,1.0
cpb-aacip-151-nc5s75735d.25590,1.0,1.0,1.0,1.0
cpb-aacip-507-736m03zh49.103680,1.0,1.0,1.0,1.0
cpb-aacip-507-736m03zh49.105180,1.0,1.0,1.0,1.0
cpb-aacip-507-6t0gt5g28c.53730,0,0,0,0
cpb-aacip-526-dj58c9s78v.83760,1.0,1.0,1.0,1.0
cpb-aacip-283-61rfjj43.105285,1.0,1.0,1.0,1.0
cpb-aacip-526-r20rr1qt55.105765,1.0,1.0,1.0,1.0
cpb-aacip-507-736m03zh49.52395,1.0,1.0,1.0,1.0
cpb-aacip-526-r20rr1qt55.105600,1.0,0.0,0.0,0.0
cpb-aacip-526-dj58c9s78v.1695,1.0,1.0,1.0,1.0
cpb-aacip-526-jh3cz33b2z.17445,0,0,0,0
cpb-aacip-259-3j39316x.57270,0,0,0,0
cpb-aacip-507-ms3jw87c9c.5835,0,0,0,0
cpb-aacip-507-736m03zh49.105930,1.0,1.0,1.0,1.0
cpb-aacip-259-3j39316x.57435,0,0,0,0
cpb-aacip-526-dj58c9s78v.79710,1.0,0.0,0.0,0.0
cpb-aacip-526-jh3cz33b2z.19215,0,0,0,0
cpb-aacip-259-m32n9b08.44055,0,0,0,0
cpb-aacip-507-gm81j9807d.7380,0,0,0,0
cpb-aacip-507-736m03zh49.93105,1.0,0.0,0.0,0.0
cpb-aacip-526-dj58c9s78v.81660,1.0,1.0,1.0,1.0
cpb-aacip-901dfeea4db.107805,1.0,1.0,1.0,1.0
cpb-aacip-526-dj58c9s78v.83595,1.0,1.0,1.0,1.0
cpb-aacip-526-dj58c9s78v.82050,1.0,1.0,1.0,1.0
cpb-aacip-398-00ns1wds.3795,1.0,1.0,1.0,1.0
cpb-aacip-259-3n20fq7w.42345,1.0,0.0,0.0,0.0
cpb-aacip-526-dj58c9s78v.83625,1.0,0.0,0.0,0.0
cpb-aacip-526-3r0pr7nr8r.10725,0,0,0,0
cpb-aacip-526-dj58c9s78v.78900,1.0,1.0,1.0,1.0
cpb-aacip-526-sb3ws8js1h.50955,1.0,1.0,1.0,1.0
cpb-aacip-507-ms3jw87c9c.6390,0,0,0,0
cpb-aacip-507-736m03zh49.106170,1.0,1.0,1.0,1.0
cpb-aacip-398-00ns1wds.49935,1.0,1.0,1.0,1.0
cpb-aacip-526-jh3cz33b2z.50340,0,0,0,0
cpb-aacip-526-3r0pr7nr8r.11355,0,0,0,0
cpb-aacip-526-dj58c9s78v.25470,1.0,0.0,0.0,0.0
cpb-aacip-526-1j9765bd42.57930,0,0,0,0
cpb-aacip-398-72p5hz1h.11025,0,0,0,0
cpb-aacip-526-jh3cz33b2z.51255,0,0,0,0
cpb-aacip-901dfeea4db.87615,1.0,0.0,0.0,0.0
cpb-aacip-526-1j9765bd42.50925,0,0,0,0
cpb-aacip-507-gm81j9807d.8925,0,0,0,0
cpb-aacip-259-3j39316x.57300,0,0,0,0
cpb-aacip-901dfeea4db.1740,1.0,1.0,1.0,1.0
cpb-aacip-526-1j9765bd42.45,0,0,0,0
cpb-aacip-526-dj58c9s78v.107580,1.0,1.0,1.0,1.0
cpb-aacip-901dfeea4db.57660,1.0,0.0,0.0,0.0
cpb-aacip-901dfeea4db.60540,1.0,1.0,1.0,1.0
cpb-aacip-526-sb3ws8js1h.35100,1.0,1.0,1.0,1.0
cpb-aacip-398-00ns1wds.4320,1.0,1.0,1.0,1.0
cpb-aacip-283-61rfjj43.102660,1.0,1.0,1.0,1.0
cpb-aacip-526-jh3cz33b2z.50370,0,0,0,0
cpb-aacip-398-5370s4sx.86160,0,0,0,0
cpb-aacip-507-tq5r786f7w.47295,1.0,0.0,0.0,0.0
cpb-aacip-507-154dn40c26.105435,0,0,0,0
cpb-aacip-221-03cz924b.50025,1.0,1.0,1.0,1.0
cpb-aacip-526-dj58c9s78v.15030,1.0,1.0,1.0,1.0
cpb-aacip-901dfeea4db.1575,1.0,1.0,1.0,1.0
cpb-aacip-0515ac167c0.53625,1.0,1.0,1.0,1.0
cpb-aacip-526-dj58c9s78v.4095,1.0,1.0,1.0,1.0
cpb-aacip-507-gm81j9807d.8070,0,0,0,0
cpb-aacip-507-154dn40c26.105300,0,0,0,0
cpb-aacip-398-00ns1wds.3180,1.0,1.0,1.0,1.0
cpb-aacip-526-dj58c9s78v.79170,1.0,0.0,0.0,0.0
cpb-aacip-41-10wpzpt5.53805,0,0,0,0
cpb-aacip-526-r20rr1qt55.78435,1.0,1.0,1.0,1.0
cpb-aacip-507-ms3jw87c9c.104865,0,0,0,0
cpb-aacip-526-3r0pr7nr8r.53895,0,0,0,0
cpb-aacip-507-154dn40c26.1860,0,0,0,0
cpb-aacip-507-ms3jw87c9c.104490,0,0,0,0
cpb-aacip-398-00ns1wds.49965,1.0,1.0,1.0,1.0
cpb-aacip-283-61rfjj43.103005,1.0,1.0,1.0,1.0
cpb-aacip-526-1j9765bd42.50940,0,0,0,0
cpb-aacip-259-3n20fq7w.23040,1.0,1.0,1.0,1.0
cpb-aacip-526-r20rr1qt55.1485,1.0,1.0,1.0,1.0
cpb-aacip-507-ms3jw87c9c.5925,0,0,0,0
cpb-aacip-507-736m03zh49.105480,1.0,1.0,1.0,1.0
cpb-aacip-221-03cz924b.50280,1.0,1.0,1.0,1.0
cpb-aacip-526-jh3cz33b2z.50385,0,0,0,0
cpb-aacip-507-736m03zh49.105645,1.0,1.0,1.0,1.0
cpb-aacip-526-dj58c9s78v.4800,1.0,0.0,0.0,0.0
cpb-aacip-507-gm81j9807d.8910,0,0,0,0
cpb-aacip-507-gm81j9807d.55965,0,0,0,0
cpb-aacip-398-57np5q9c.31635,1.0,1.0,1.0,1.0
cpb-aacip-0515ac167c0.52800,1.0,1.0,1.0,1.0
cpb-aacip-901dfeea4db.59355,1.0,0.0,0.0,0.0
cpb-aacip-507-ms3jw87c9c.6360,0,0,0,0
cpb-aacip-526-sb3ws8js1h.51015,1.0,1.0,1.0,1.0
cpb-aacip-398-00ns1wds.2910,1.0,1.0,1.0,1.0
cpb-aacip-526-jh3cz33b2z.17535,0,0,0,0
cpb-aacip-507-gm81j9807d.13125,0,0,0,0
cpb-aacip-526-3r0pr7nr8r.54330,0,0,0,0
cpb-aacip-507-gm81j9807d.9075,0,0,0,0
cpb-aacip-526-sb3ws8js1h.50280,1.0,1.0,1.0,1.0
cpb-aacip-507-736m03zh49.50640,1.0,0.0,0.0,0.0
cpb-aacip-507-154dn40c26.105225,0,0,0,0
cpb-aacip-526-sb3ws8js1h.50640,1.0,1.0,1.0,1.0
cpb-aacip-507-6t0gt5g28c.54570,0,0,0,0
cpb-aacip-526-sb3ws8js1h.18255,1.0,1.0,1.0,1.0
cpb-aacip-526-sb3ws8js1h.50535,1.0,1.0,1.0,1.0
cpb-aacip-507-rj48p5w80b.52050,0,0,0,0
cpb-aacip-526-1j9765bd42.165,0,0,0,0
cpb-aacip-398-00ns1wds.39105,1.0,0.0,0.0,0.0
cpb-aacip-507-6t0gt5g28c.54300,0,0,0,0
cpb-aacip-526-dj58c9s78v.83670,1.0,1.0,1.0,1.0
cpb-aacip-526-3r0pr7nr8r.54585,0,0,0,0
cpb-aacip-526-dj58c9s78v.25455,1.0,1.0,1.0,1.0
cpb-aacip-526-dj58c9s78v.4020,1.0,1.0,1.0,1.0
cpb-aacip-526-dj58c9s78v.6030,1.0,0.0,0.0,0.0
cpb-aacip-901dfeea4db.59760,1.0,1.0,1.0,1.0
cpb-aacip-398-00ns1wds.39120,1.0,1.0,1.0,1.0
cpb-aacip-189-623bk932.50325,1.0,1.0,1.0,1.0
cpb-aacip-398-00ns1wds.49950,1.0,1.0,1.0,1.0
cpb-aacip-507-gm81j9807d.53550,0,0,0,0
cpb-aacip-398-00ns1wds.51225,1.0,1.0,1.0,1.0
cpb-aacip-507-ms3jw87c9c.104940,0,0,0,0
cpb-aacip-526-dj58c9s78v.82575,1.0,1.0,1.0,1.0
cpb-aacip-283-61rfjj43.104310,0,0,0,0
cpb-aacip-526-jh3cz33b2z.49830,0,0,0,0
cpb-aacip-901dfeea4db.60975,1.0,1.0,1.0,1.0
cpb-aacip-526-th8bg2jm3n.7140,1.0,1.0,1.0,1.0
cpb-aacip-398-87brvczv.5655,1.0,0.0,0.0,0.0
cpb-aacip-526-sb3ws8js1h.50925,1.0,1.0,1.0,1.0
cpb-aacip-526-dj58c9s78v.58755,1.0,1.0,1.0,1.0
cpb-aacip-221-03cz924b.50430,1.0,1.0,1.0,1.0
cpb-aacip-398-278sfdms.107325,0,0,0,0
cpb-aacip-526-3r0pr7nr8r.53565,0,0,0,0
cpb-aacip-398-00ns1wds.4080,1.0,0.0,0.0,0.0
cpb-aacip-283-61rfjj43.102795,1.0,0.0,0.0,0.0
cpb-aacip-398-00ns1wds.49470,1.0,1.0,1.0,1.0
cpb-aacip-398-00ns1wds.3780,1.0,1.0,1.0,1.0
cpb-aacip-901dfeea4db.107370,1.0,1.0,1.0,1.0
cpb-aacip-507-gm81j9807d.7335,0,0,0,0
cpb-aacip-526-dj58c9s78v.15000,1.0,0.0,0.0,0.0
cpb-aacip-526-sb3ws8js1h.50790,1.0,1.0,1.0,1.0
cpb-aacip-507-tq5r786f7w.99840,1.0,1.0,1.0,1.0
cpb-aacip-507-154dn40c26.1500,0,0,0,0
cpb-aacip-507-7h1dj59628.7605,0,0,0,0
cpb-aacip-398-278sfdms.10350,0,0,0,0
cpb-aacip-507-ms3jw87c9c.5970,0,0,0,0
cpb-aacip-526-jh3cz33b2z.30300,0,0,0,0
cpb-aacip-259-ww76x89q.19035,1.0,1.0,1.0,1.0
cpb-aacip-398-00ns1wds.50895,1.0,1.0,1.0,1.0
cpb-aacip-526-r20rr1qt55.1575,1.0,1.0,1.0,1.0
cpb-aacip-526-dj58c9s78v.78870,1.0,0.0,0.0,0.0
cpb-aacip-293-30prr83h.103290,1.0,1.0,1.0,1.0
cpb-aacip-526-sb3ws8js1h.35700,1.0,1.0,1.0,1.0
cpb-aacip-507-tq5r786f7w.104190,1.0,1.0,1.0,1.0
cpb-aacip-526-dj58c9s78v.84375,1.0,1.0,1.0,1.0
cpb-aacip-398-00ns1wds.4350,1.0,1.0,1.0,1.0
cpb-aacip-507-862b854459.100995,0,0,0,0
cpb-aacip-398-00ns1wds.51405,1.0,1.0,1.0,1.0
cpb-aacip-507-6t0gt5g28c.54945,0,0,0,0
cpb-aacip-221-03cz924b.50160,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.2962962962962963
cpb-aacip-526-jh3cz33b2z.50055,0,0,0,0
cpb-aacip-526-dj58c9s78v.6255,1.0,0.0,0.0,0.0
cpb-aacip-526-dj58c9s78v.1935,1.0,1.0,1.0,1.0
cpb-aacip-398-278sfdms.10260,0,0,0,0
cpb-aacip-507-gm81j9807d.8595,0,0,0,0
cpb-aacip-0515ac167c0.51855,1.0,1.0,1.0,1.0
cpb-aacip-901dfeea4db.57705,1.0,1.0,1.0,1.0
cpb-aacip-259-3j39316x.44235,0,0,0,0
cpb-aacip-398-00ns1wds.51135,1.0,1.0,1.0,1.0
cpb-aacip-283-61rfjj43.103560,1.0,1.0,1.0,1.0
cpb-aacip-901dfeea4db.107745,1.0,1.0,1.0,1.0
cpb-aacip-0515ac167c0.52185,1.0,1.0,1.0,1.0
cpb-aacip-526-r20rr1qt55.105885,1.0,1.0,1.0,1.0
cpb-aacip-507-736m03zh49.4695,1.0,1.0,1.0,1.0
cpb-aacip-526-dj58c9s78v.82215,1.0,0.0,0.0,0.0
cpb-aacip-526-1j9765bd42.300,0,0,0,0
cpb-aacip-398-278sfdms.6960,0,0,0,0
cpb-aacip-398-72p5hz1h.18630,0,0,0,0
cpb-aacip-398-278sfdms.6930,0,0,0,0
cpb-aacip-526-3r0pr7nr8r.54270,0,0,0,0
cpb-aacip-526-dj58c9s78v.4005,1.0,1.0,1.0,1.0
cpb-aacip-526-dj58c9s78v.104400,1.0,1.0,1.0,1.0
cpb-aacip-0515ac167c0.52335,0.0,0.0,0.0,0.0
cpb-aacip-283-61rfjj43.38700,1.0,1.0,1.0,1.0
cpb-aacip-398-00ns1wds.51090,1.0,1.0,1.0,1.0
cpb-aacip-507-862b854459.101595,0,0,0,0
cpb-aacip-507-154dn40c26.1635,0,0,0,0
cpb-aacip-526-3r0pr7nr8r.49290,0,0,0,0
cpb-aacip-507-736m03zh49.101775,1.0,1.0,1.0,1.0
cpb-aacip-507-6t0gt5g28c.54495,0,0,0,0
cpb-aacip-526-dj58c9s78v.5460,1.0,0.0,0.0,0.0
cpb-aacip-526-dj58c9s78v.25230,1.0,0.0,0.0,0.0
cpb-aacip-507-gm81j9807d.8940,0,0,0,0
cpb-aacip-526-dj58c9s78v.107145,1.0,1.0,1.0,1.0
cpb-aacip-507-154dn40c26.87030,0,0,0,0
cpb-aacip-507-ms3jw87c9c.103695,0,0,0,0
cpb-aacip-259-4x54hm72.10905,0,0,0,0
cpb-aacip-526-dj58c9s78v.4080,1.0,1.0,1.0,1.0
cpb-aacip-283-61rfjj43.100170,1.0,1.0,1.0,1.0
cpb-aacip-259-4x54hm72.4545,0,0,0,0
cpb-aacip-526-dj58c9s78v.83850,1.0,1.0,1.0,1.0
cpb-aacip-283-61rfjj43.102825,1.0,1.0,1.0,1.0
cpb-aacip-81-902z3f9j.52260,0,0,0,0
cpb-aacip-526-sb3ws8js1h.35040,1.0,1.0,1.0,1.0
cpb-aacip-507-gm81j9807d.56085,0,0,0,0
cpb-aacip-526-jh3cz33b2z.50850,0,0,0,0
cpb-aacip-526-3r0pr7nr8r.53880,0,0,0,0
cpb-aacip-507-7h1dj59628.102135,0,0,0,0
cpb-aacip-259-4x54hm72.11010,0,0,0,0
cpb-aacip-398-00ns1wds.49605,1.0,1.0,1.0,1.0
cpb-aacip-398-278sfdms.107175,0,0,0,0
cpb-aacip-526-dj58c9s78v.107160,1.0,1.0,1.0,1.0
cpb-aacip-507-154dn40c26.86970,0,0,0,0
cpb-aacip-507-154dn40c26.26280,0,0,0,0
cpb-aacip-507-736m03zh49.101835,1.0,1.0,1.0,1.0
cpb-aacip-221-03cz924b.49845,1.0,1.0,1.0,1.0
cpb-aacip-526-dj58c9s78v.83355,1.0,1.0,1.0,1.0
cpb-aacip-526-sb3ws8js1h.50250,1.0,0.0,0.0,0.0
cpb-aacip-526-jh3cz33b2z.51240,0,0,0,0
cpb-aacip-526-sb3ws8js1h.50685,1.0,1.0,1.0,1.0
cpb-aacip-81-902z3f9j.52500,0,0,0,0
cpb-aacip-526-1j9765bd42.240,0,0,0,0
cpb-aacip-526-sb3ws8js1h.50265,1.0,0.5,0.5,0.25
cpb-aacip-507-gm81j9807d.55710,0,0,0,0
cpb-aacip-526-dj58c9s78v.2475,1.0,1.0,1.0,1.0
cpb-aacip-507-gm81j9807d.96180,0,0,0,0
cpb-aacip-526-jh3cz33b2z.51120,0,0,0,0
cpb-aacip-221-03cz924b.50040,1.0,1.0,1.0,1.0
cpb-aacip-526-sb3ws8js1h.18405,1.0,1.0,1.0,1.0
cpb-aacip-507-736m03zh49.105405,1.0,1.0,1.0,1.0
cpb-aacip-0515ac167c0.53100,0.0,0.0,0.0,0.0
cpb-aacip-526-dj58c9s78v.27990,1.0,1.0,1.0,1.0
cpb-aacip-259-3n20fq7w.39885,0.0,0.0,0.0,0.0
cpb-aacip-283-61rfjj43.102960,0.0,0.0,0.0,0.0
cpb-aacip-398-278sfdms.107250,0,0,0,0
cpb-aacip-398-72p5hz1h.18840,0,0,0,0
cpb-aacip-398-5370s4sx.86235,0,0,0,0
cpb-aacip-526-3r0pr7nr8r.54600,0,0,0,0
cpb-aacip-283-61rfjj43.38685,1.0,1.0,1.0,1.0
cpb-aacip-235-5370swqf.3210,0,0,0,0
cpb-aacip-398-00ns1wds.3150,1.0,1.0,1.0,1.0
cpb-aacip-151-5m6251g16w.21570,1.0,1.0,1.0,1.0
cpb-aacip-398-00ns1wds.49365,1.0,0.0,0.0,0.0
cpb-aacip-41-10wpzpt5.53595,0,0,0,0
cpb-aacip-507-6t0gt5g28c.54015,0,0,0,0
cpb-aacip-507-862b854459.100980,0,0,0,0
cpb-aacip-901dfeea4db.58035,1.0,1.0,1.0,1.0
cpb-aacip-901dfeea4db.60735,1.0,0.0,0.0,0.0
cpb-aacip-526-sb3ws8js1h.50715,1.0,1.0,1.0,1.0
cpb-aacip-901dfeea4db.57795,1.0,0.0,0.0,0.0
cpb-aacip-507-736m03zh49.105660,1.0,1.0,1.0,1.0
cpb-aacip-901dfeea4db.59340,1.0,1.0,1.0,1.0
cpb-aacip-901dfeea4db.58215,1.0,0.0,0.0,0.0
cpb-aacip-526-1j9765bd42.13515,0,0,0,0
cpb-aacip-507-gm81j9807d.9180,0,0,0,0
cpb-aacip-0515ac167c0.53280,1.0,1.0,1.0,1.0
cpb-aacip-526-r20rr1qt55.7395,1.0,1.0,1.0,1.0
cpb-aacip-526-dj58c9s78v.2175,1.0,0.0,0.0,0.0
cpb-aacip-398-00ns1wds.49680,1.0,1.0,1.0,1.0
cpb-aacip-526-dj58c9s78v.3930,1.0,1.0,1.0,1.0
cpb-aacip-507-154dn40c26.87015,0,0,0,0
cpb-aacip-0515ac167c0.52485,0.0,0.0,0.0,0.0
cpb-aacip-526-dj58c9s78v.1905,1.0,1.0,1.0,1.0
