guid,keys,vals,pairs,total
cpb-aacip-189-623bk932.50205,1.0,1.0,1.0,1.0
cpb-aacip-221-03cz924b.50415,1.0,1.0,1.0,1.0
cpb-aacip-283-61rfjj43.102780,1.0,1.0,1.0,1.0
cpb-aacip-189-623bk932.50235,1.0,1.0,1.0,1.0
cpb-aacip-398-00ns1wds.50670,1.0,1.0,1.0,1.0
cpb-aacip-398-00ns1wds.49530,1.0,1.0,1.0,1.0
cpb-aacip-507-736m03zh49.105720,1.0,1.0,1.0,1.0
cpb-aacip-283-61rfjj43.103245,1.0,1.0,1.0,1.0
cpb-aacip-131-375tb64j.48915,1.0,1.0,1.0,1.0
cpb-aacip-189-623bk932.50190,0.5,1.0,0.5,0.25
cpb-aacip-221-03cz924b.50385,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.2962962962962963
cpb-aacip-507-736m03zh49.105420,1.0,1.0,1.0,1.0
cpb-aacip-507-736m03zh49.106065,1.0,1.0,1.0,1.0
cpb-aacip-221-03cz924b.50205,1.0,1.0,1.0,1.0
cpb-aacip-221-03cz924b.49950,1.0,1.0,1.0,1.0
cpb-aacip-221-03cz924b.50310,0.6666666666666666,0.6666666666666666,0.4,0.17777777777777778
cpb-aacip-398-00ns1wds.50115,0.5,1.0,0.3333333333333333,0.16666666666666666
cpb-aacip-507-tq5r786f7w.104415,0.0,1.0,0.0,0.0
cpb-aacip-398-00ns1wds.49755,0.5,0.5,0.3333333333333333,0.08333333333333333
cpb-aacip-507-736m03zh49.105765,1.0,1.0,1.0,1.0
cpb-aacip-283-61rfjj43.103575,1.0,0.5,1.0,0.5
cpb-aacip-283-61rfjj43.103590,1.0,1.0,1.0,1.0
cpb-aacip-507-tq5r786f7w.104130,1.0,1.0,1.0,1.0
cpb-aacip-507-tq5r786f7w.104895,0.0,0.0,0.0,0.0
cpb-aacip-901dfeea4db.107805,1.0,1.0,1.0,1.0
cpb-aacip-507-736m03zh49.106170,1.0,1.0,1.0,1.0
cpb-aacip-398-00ns1wds.49935,1.0,1.0,1.0,1.0
cpb-aacip-221-03cz924b.50025,1.0,1.0,1.0,1.0
cpb-aacip-221-03cz924b.50280,1.0,1.0,1.0,1.0
cpb-aacip-189-623bk932.50325,1.0,1.0,1.0,1.0
cpb-aacip-221-03cz924b.50430,1.0,1.0,1.0,1.0
cpb-aacip-283-61rfjj43.102795,1.0,0.0,0.0,0.0
cpb-aacip-221-03cz924b.50160,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.2962962962962963
cpb-aacip-283-61rfjj43.103560,1.0,1.0,1.0,1.0
cpb-aacip-526-dj58c9s78v.104400,1.0,1.0,1.0,1.0
cpb-aacip-526-sb3ws8js1h.50685,1.0,1.0,1.0,1.0
cpb-aacip-526-sb3ws8js1h.50265,1.0,0.5,0.5,0.25
cpb-aacip-221-03cz924b.50040,1.0,1.0,1.0,1.0
cpb-aacip-283-61rfjj43.102960,0.0,0.0,0.0,0.0
cpb-aacip-507-736m03zh49.105660,1.0,1.0,1.0,1.0
cpb-aacip-221-03cz924b.50325,1.0,1.0,1.0,1.0
cpb-aacip-283-61rfjj43.103305,1.0,1.0,1.0,1.0
cpb-aacip-283-61rfjj43.103230,1.0,0.0,0.0,0.0
cpb-aacip-507-736m03zh49.105960,1.0,1.0,1.0,1.0
cpb-aacip-189-623bk932.50160,0.5,1.0,0.5,0.25
cpb-aacip-0515ac167c0.53115,1.0,1.0,1.0,1.0
cpb-aacip-189-623bk932.50460,1.0,1.0,1.0,1.0
cpb-aacip-283-61rfjj43.103650,1.0,1.0,1.0,1.0
cpb-aacip-189-623bk932.50430,1.0,1.0,1.0,1.0
cpb-aacip-189-623bk932.50310,1.0,1.0,1.0,1.0
cpb-aacip-131-375tb64j.48585,1.0,1.0,1.0,1.0
cpb-aacip-507-tq5r786f7w.104790,1.0,1.0,1.0,1.0
cpb-aacip-189-623bk932.50505,1.0,0.0,0.0,0.0
cpb-aacip-507-736m03zh49.105060,1.0,1.0,1.0,1.0
cpb-aacip-221-03cz924b.50190,1.0,1.0,1.0,1.0
cpb-aacip-283-61rfjj43.104520,1.0,1.0,1.0,1.0
cpb-aacip-283-61rfjj43.103215,1.0,1.0,1.0,1.0
cpb-aacip-221-03cz924b.50220,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.2962962962962963
cpb-aacip-507-736m03zh49.105540,1.0,1.0,1.0,1.0
cpb-aacip-189-623bk932.50130,1.0,1.0,1.0,1.0
cpb-aacip-507-736m03zh49.105375,1.0,1.0,1.0,1.0
cpb-aacip-0515ac167c0.52500,1.0,0.0,0.0,0.0
cpb-aacip-283-61rfjj43.102915,1.0,0.5,0.5,0.25
cpb-aacip-0515ac167c0.52620,1.0,1.0,1.0,1.0
cpb-aacip-131-375tb64j.48855,1.0,1.0,1.0,1.0
cpb-aacip-526-sb3ws8js1h.50400,0.5,1.0,0.5,0.25
cpb-aacip-507-tq5r786f7w.104850,1.0,1.0,1.0,1.0
cpb-aacip-189-623bk932.50145,1.0,1.0,1.0,1.0
cpb-aacip-0515ac167c0.52350,1.0,1.0,1.0,1.0
cpb-aacip-221-03cz924b.49980,1.0,1.0,1.0,1.0
cpb-aacip-189-623bk932.50475,1.0,1.0,1.0,1.0
cpb-aacip-507-736m03zh49.106005,1.0,0.5,0.8333333333333334,0.4166666666666667
cpb-aacip-189-623bk932.50175,0.0,1.0,0.0,0.0
cpb-aacip-283-61rfjj43.103710,1.0,1.0,1.0,1.0
cpb-aacip-131-375tb64j.48720,1.0,1.0,1.0,1.0
cpb-aacip-507-736m03zh49.105885,1.0,0.0,0.875,0.0
cpb-aacip-221-03cz924b.50295,0.5,0.5,0.25,0.0625
cpb-aacip-0515ac167c0.52995,1.0,1.0,1.0,1.0
cpb-aacip-507-736m03zh49.105090,1.0,0.0,0.8333333333333334,0.0
cpb-aacip-283-61rfjj43.103170,1.0,1.0,1.0,1.0
cpb-aacip-283-61rfjj43.102975,1.0,0.0,0.0,0.0
cpb-aacip-283-61rfjj43.103185,1.0,0.5,0.8,0.4
cpb-aacip-131-375tb64j.48645,1.0,1.0,1.0,1.0
cpb-aacip-283-61rfjj43.103695,1.0,1.0,1.0,1.0
cpb-aacip-189-623bk932.50445,1.0,1.0,1.0,1.0
cpb-aacip-221-03cz924b.50370,1.0,1.0,1.0,1.0
cpb-aacip-189-623bk932.50520,0.5,0.5,0.5,0.125
cpb-aacip-507-736m03zh49.105300,1.0,1.0,1.0,1.0
cpb-aacip-283-61rfjj43.103260,1.0,1.0,1.0,1.0
cpb-aacip-189-623bk932.50565,1.0,1.0,1.0,1.0
cpb-aacip-131-375tb64j.48780,1.0,1.0,1.0,1.0
cpb-aacip-221-03cz924b.50250,1.0,1.0,1.0,1.0
cpb-aacip-221-03cz924b.49905,1.0,1.0,1.0,1.0
cpb-aacip-131-375tb64j.48615,1.0,1.0,1.0,1.0
cpb-aacip-131-375tb64j.48690,1.0,1.0,1.0,1.0
cpb-aacip-189-623bk932.50400,1.0,1.0,1.0,1.0
cpb-aacip-221-03cz924b.50010,1.0,1.0,1.0,1.0
cpb-aacip-398-00ns1wds.50295,1.0,1.0,1.0,1.0
cpb-aacip-131-375tb64j.48660,1.0,0.0,0.0,0.0
cpb-aacip-189-623bk932.50340,1.0,1.0,1.0,1.0
cpb-aacip-221-03cz924b.50235,1.0,0.5,0.75,0.375
cpb-aacip-189-623bk932.50550,1.0,1.0,1.0,1.0
cpb-aacip-507-736m03zh49.105030,1.0,1.0,1.0,1.0
cpb-aacip-221-03cz924b.50070,1.0,1.0,1.0,1.0
cpb-aacip-131-375tb64j.48735,1.0,0.0,0.0,0.0
cpb-aacip-283-61rfjj43.103680,1.0,1.0,1.0,1.0
cpb-aacip-221-03cz924b.50115,1.0,1.0,1.0,1.0
cpb-aacip-283-61rfjj43.102855,1.0,1.0,1.0,1.0
cpb-aacip-221-03cz924b.50085,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.2962962962962963
cpb-aacip-283-61rfjj43.102735,1.0,1.0,1.0,1.0
cpb-aacip-507-736m03zh49.105495,1.0,1.0,1.0,1.0
cpb-aacip-0515ac167c0.52095,1.0,1.0,1.0,1.0
cpb-aacip-221-03cz924b.50100,1.0,1.0,1.0,1.0
cpb-aacip-131-375tb64j.48825,1.0,0.0,0.0,0.0
cpb-aacip-221-03cz924b.49995,1.0,1.0,1.0,1.0
cpb-aacip-221-03cz924b.50175,1.0,1.0,1.0,1.0
cpb-aacip-189-623bk932.50370,1.0,1.0,1.0,1.0
cpb-aacip-507-tq5r786f7w.104340,1.0,1.0,1.0,1.0
cpb-aacip-189-623bk932.50385,1.0,1.0,1.0,1.0
cpb-aacip-221-03cz924b.50340,1.0,1.0,1.0,1.0
cpb-aacip-131-375tb64j.48765,1.0,0.0,0.0,0.0
cpb-aacip-189-623bk932.50535,1.0,1.0,1.0,1.0
cpb-aacip-0515ac167c0.51975,1.0,0.0,0.8,0.0
cpb-aacip-283-61rfjj43.103635,1.0,1.0,1.0,1.0
cpb-aacip-131-375tb64j.48810,0.0,1.0,0.0,0.0
cpb-aacip-221-03cz924b.49935,1.0,1.0,1.0,1.0
cpb-aacip-901dfeea4db.107625,1.0,1.0,1.0,1.0
cpb-aacip-283-61rfjj43.103515,1.0,1.0,1.0,1.0
cpb-aacip-507-736m03zh49.105255,1.0,1.0,1.0,1.0
cpb-aacip-507-736m03zh49.105135,1.0,1.0,1.0,1.0
cpb-aacip-189-623bk932.50250,1.0,0.5,0.6666666666666666,0.3333333333333333
cpb-aacip-507-736m03zh49.105630,1.0,0.5,0.6666666666666666,0.3333333333333333
cpb-aacip-398-00ns1wds.51075,1.0,1.0,1.0,1.0
cpb-aacip-283-61rfjj43.103275,1.0,1.0,1.0,1.0
cpb-aacip-283-61rfjj43.103620,1.0,1.0,1.0,1.0
cpb-aacip-283-61rfjj43.102720,1.0,1.0,1.0,1.0
cpb-aacip-221-03cz924b.50400,1.0,0.5,0.5,0.25
cpb-aacip-507-736m03zh49.105165,1.0,1.0,1.0,1.0
cpb-aacip-283-61rfjj43.103500,1.0,1.0,1.0,1.0
